56
4097536,18688
4097537,3853056
4097538,18690
4097539,3853058
4097792,3853058
4097793,18688
4097794,3853056
4097795,18690
3608064,3853058
3608065,18688
3608066,3853056
3608067,18690
3865344,18688
3865345,3853056
3865346,18690
3865347,3853058
3865600,3853056
3865601,18690
3865602,3853058
3865603,18688
3865856,18690
3865857,3853058
3865858,18688
3865859,3853056
3866112,3853058
3866113,18688
3866114,3853056
3866115,18690
3866368,18688
3866369,3853056
3866370,18690
3866371,3853058
3866624,3853056
3866625,18690
3866626,3853058
3866627,18688
3866880,18690
3866881,3853058
3866882,18688
3866883,3853056
2882048,18688
2882049,3853056
2882050,18690
2882051,3853058
3865088,3853056
3865089,18690
3865090,3853058
3865091,18688
3849216,18688
3849217,3853056
3849218,18690
3849219,3853058
3849472,3853056
3849473,18690
3849474,3853058
3849475,18688
