344
29,17039620
31,545267840
32,17039620
35,268963848
39,815411354
43,2078178270
44,0
46,0
47,0
50,0
51,0
54,0
58,0
59,0
60,0
63,545267840
64,17039620
67,17039620
69,17039620
71,0
73,536871040
81,17039620
82,17039620
83,17039620
87,17039620
88,17039620
90,0
91,0
319,0
320,0
329,0
332,0
333,0
1999,2147516416
9051,268963848
11201,545267840
11202,17039620
11203,268963848
11204,17039620
11207,1207977984
11208,34865474
11209,1179666
11210,41951296
11211,17568004
11212,1225017604
11213,1216374784
11214,578822336
11223,268435464
11224,34082880
11225,2147516416
11235,4194816
11237,131088
11258,553910660
11264,545267840
11265,545267840
11266,17039620
11267,17039620
11268,17039620
11269,17039620
11270,545267840
11271,545267840
11272,545267840
11273,545267840
11274,545267840
11275,545267840
11300,17039620
11301,17039620
11302,17039620
11303,17039620
11304,17039620
11600,17039620
11601,0
11602,0
11605,0
11609,545267840
11611,0
11612,0
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,0
11622,0
11623,0
11651,0
11652,0
11653,0
11654,0
14000,134234112
14001,1310978
14002,33816896
14003,268435464
14010,1207977984
14011,545267840
14012,0
14013,1179666
14014,1207977984
14015,1179666
14016,0
14017,17039620
14020,1074792450
14021,393488
14022,131088
14023,537002128
14030,1224755204
14031,1753245824
14032,1753245824
14094,16777220
14999,134234112
15001,134234112
15002,1091569670
15003,131088
15006,4194816
15007,50860100
15008,268435464
15012,151011332
15013,1310978
15014,33816896
15015,285212684
15020,16777220
15021,262400
15026,4194816
15027,34082880
15028,268435464
15030,268435464
15031,285212684
15032,33816896
15034,4194816
15035,50860100
15036,536871040
15037,262400
15040,17039620
15041,17039620
15042,17039620
15045,814751882
15046,545927312
15047,982540490
15051,262400
15052,131088
15053,134234112
15054,4194816
15055,34082880
15056,12591616
15057,4194816
15058,4457216
15059,268435464
15060,268435464
15061,570953920
15062,4194816
15065,134234112
15066,1611663490
15067,131088
15068,805306504
15069,41951296
15070,1082140672
15071,537002128
15072,536871040
15073,8396800
15076,134234112
15077,1074792450
15078,131088
15079,131088
15080,537002128
15081,1082140672
15083,134234112
15084,1611663490
15085,16777220
15086,151011332
15087,134234112
15088,134234112
15089,1074792450
15090,131088
15093,262400
15094,1310978
15095,1091569670
15096,131088
15098,545530240
15099,536871040
15100,262400
15101,8396800
15102,16777220
15103,536871040
15104,262400
15105,8396800
15106,1074792450
15107,16777220
15108,262400
15109,536871040
15110,8396800
15111,553648260
15112,25174020
15113,537133440
15114,553648260
15115,262400
15116,16777220
15117,8396800
15118,8396800
15119,1074006272
15120,50331716
15121,8925184
15122,1610614912
15123,131088
15124,268435464
15125,4194816
15126,131088
15127,1073743872
15128,528384
15130,131088
15131,268435464
15132,4194816
15133,131088
15134,262400
15135,16777220
15136,8396800
15137,536871040
15138,262400
15139,16777220
15140,8396800
15141,536871040
15145,536871040
15146,8396800
15147,262400
15148,16777220
15150,536871040
15151,16777220
15152,262400
15153,8396800
16002,0
16003,0
16006,536871040
16007,262400
16008,0
16009,0
16012,0
16013,0
16020,8396800
16021,12591616
16022,4194816
16024,4194816
16025,34082880
16026,268435464
16031,536871040
16032,537399424
16033,42479680
16034,268435464
16036,0
16037,0
16038,0
16039,0
16040,0
16041,0
16042,536871040
16043,262400
16044,536871040
16045,16777220
16046,536871040
16047,8396800
16048,545267840
16049,545267840
16050,545267840
16051,545267840
16052,545267840
16053,545267840
16054,262400
16055,16777220
16067,17039620
16070,545267840
17000,17039620
17001,545267840
18000,0
18002,0
18003,0
18004,67109888
18005,0
18006,0
18009,0
18010,0
18011,0
18014,0
18015,0
18018,0
18019,0
18020,0
18021,0
18024,0
18027,536871040
18028,16777220
18029,8396800
18030,262400
18031,262400
18032,536871040
18033,262400
18034,536871040
18035,262400
18036,536871040
18037,262400
18038,536871040
18039,262400
18040,536871040
18041,262400
18042,536871040
18043,262400
18044,536871040
18045,536871040
18046,262400
18047,8396800
18048,16777220
18050,545267840
18051,17039620
18052,17039620
18053,545267840
18054,262400
18055,262400
18057,17039620
18058,545267840
18059,17039620
18060,545267840
18061,17039620
18062,545267840
18063,17039620
18064,545267840
18065,17039620
18066,545267840
18067,17039620
18068,545267840
18069,17039620
18070,545267840
18076,262400
18077,262400
18078,262400
18079,262400
18084,536871040
18085,16777220
18086,262400
18087,8396800
18088,536871040
18089,16777220
18090,8396800
18091,262400
20000,806355082
