52
81664,2972416
81665,2972672
81666,2972416
81667,2972672
81920,2972672
81921,2972416
81922,2972672
81923,2972416
2973184,2972416
2973185,2972672
2973186,2972416
2973187,2972672
2973440,2972672
2973441,2972416
2973442,2972672
2973443,2972416
2973696,2972416
2973697,2972672
2973698,2972416
2973699,2972672
2973952,2972672
2973953,2972416
2973954,2972672
2973955,2972416
2969856,85248
2969857,85248
2969858,85248
2969859,85248
4098560,85248
4098561,85248
4098562,85248
4098563,85248
59648,85248
59649,85248
59650,85248
59651,85248
4099072,2972416
4099073,2972672
4099074,2972416
4099075,2972672
4099328,2972672
4099329,2972416
4099330,2972672
4099331,2972416
4105984,2972416
4105985,2972672
4105986,2972416
4105987,2972672
4105472,2972672
4105473,2972416
4105474,2972672
4105475,2972416
