64
18176,11264
18177,11265
18178,11264
18179,11265
17664,11265
17665,11264
17666,11265
17667,11264
11776,11264
11777,11265
11778,11264
11779,11265
12032,11265
12033,11264
12034,11265
12035,11264
15104,11264
15105,11265
15106,11264
15107,11265
15360,11265
15361,11264
15362,11265
15363,11264
4098048,11264
4098049,11265
4098050,11264
4098051,11265
4098304,11265
4098305,11264
4098306,11265
4098307,11264
4096768,11265
4096769,11264
4096770,11265
4096771,11264
23296,11265
23297,11264
23298,11265
23299,11264
4096512,11264
4096513,11265
4096514,11264
4096515,11265
23040,11264
23041,11265
23042,11264
23043,11265
4097536,11264
4097537,11265
4097538,11264
4097539,11265
4097792,11265
4097793,11264
4097794,11265
4097795,11264
4614144,11264
4614145,11265
4614146,11264
4614147,11265
4612864,11265
4612865,11264
4612866,11265
4612867,11264
