344
29,0
31,0
32,0
35,0
39,0
43,0
44,0
46,0
47,0
50,0
51,0
54,0
58,0
59,0
60,0
63,0
64,0
67,0
69,0
71,0
73,0
81,0
82,0
83,0
87,0
88,0
90,0
91,0
319,17039620
320,545267840
329,815411354
332,55968598
333,2078178270
1999,0
9051,0
11201,0
11202,0
11203,0
11204,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11223,0
11224,0
11225,0
11235,0
11237,0
11258,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,0
11270,0
11271,0
11272,0
11273,0
11274,0
11275,0
11300,0
11301,0
11302,0
11303,0
11304,0
11600,0
11601,562307460
11602,562307460
11605,268963848
11609,0
11611,17039620
11612,545267840
11613,1179666
11614,17039620
11615,545267840
11616,17039620
11617,545267840
11618,1245727296
11619,38928978
11620,16777220
11621,268963848
11622,1179666
11623,536871040
11651,0
11652,0
11653,1225017604
11654,1753245824
14000,0
14001,0
14002,0
14003,0
14010,0
14011,0
14012,0
14013,0
14014,0
14015,0
14016,0
14017,0
14020,0
14021,0
14022,0
14023,0
14030,0
14031,0
14032,0
14094,0
14999,0
15001,0
15002,0
15003,0
15006,0
15007,0
15008,0
15012,0
15013,0
15014,0
15015,0
15020,0
15021,0
15026,0
15027,0
15028,0
15030,0
15031,0
15032,0
15034,0
15035,0
15036,0
15037,0
15040,0
15041,0
15042,0
15045,0
15046,0
15047,0
15051,0
15052,0
15053,0
15054,0
15055,0
15056,0
15057,0
15058,0
15059,0
15060,0
15061,0
15062,0
15065,0
15066,0
15067,0
15068,0
15069,0
15070,0
15071,0
15072,0
15073,0
15076,0
15077,0
15078,0
15079,0
15080,0
15081,0
15083,0
15084,0
15085,0
15086,0
15087,0
15088,0
15089,0
15090,0
15093,0
15094,0
15095,0
15096,0
15098,0
15099,0
15100,0
15101,0
15102,0
15103,0
15104,0
15105,0
15106,0
15107,0
15108,0
15109,0
15110,0
15111,0
15112,0
15113,0
15114,0
15115,0
15116,0
15117,0
15118,0
15119,0
15120,0
15121,0
15122,0
15123,0
15124,0
15125,0
15126,0
15127,0
15128,0
15130,0
15131,0
15132,0
15133,0
15134,0
15135,0
15136,0
15137,0
15138,0
15139,0
15140,0
15141,0
15145,0
15146,0
15147,0
15148,0
15150,0
15151,0
15152,0
15153,0
16002,0
16003,0
16006,0
16007,0
16008,0
16009,0
16012,17039620
16013,545267840
16020,0
16021,0
16022,0
16024,0
16025,0
16026,0
16031,0
16032,0
16033,0
16034,0
16036,0
16037,545267840
16038,0
16039,17039620
16040,0
16041,0
16042,0
16043,0
16044,0
16045,0
16046,0
16047,0
16048,0
16049,0
16050,0
16051,0
16052,0
16053,0
16054,0
16055,0
16067,0
16070,0
17000,0
17001,0
18000,0
18002,0
18003,0
18004,0
18005,0
18006,0
18009,1179666
18010,545267840
18011,268963848
18014,17039620
18015,37749312
18018,1207977984
18019,0
18020,814231688
18021,286003468
18024,0
18027,0
18028,0
18029,0
18030,0
18031,0
18032,0
18033,0
18034,0
18035,0
18036,0
18037,0
18038,0
18039,0
18040,0
18041,0
18042,0
18043,0
18044,0
18045,0
18046,0
18047,0
18048,0
18050,0
18051,0
18052,0
18053,0
18054,0
18055,0
18057,0
18058,0
18059,0
18060,0
18061,0
18062,0
18063,0
18064,0
18065,0
18066,0
18067,0
18068,0
18069,0
18070,0
18076,0
18077,0
18078,0
18079,0
18084,0
18085,0
18086,0
18087,0
18088,0
18089,0
18090,0
18091,0
20000,0
